account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed,source_account_id
UNKNOWN-rt_case_02,,UNKNOWN,15/01/2025,,N/IDIBN2501158919159/CNRB0947522/APEX COMMERCE ENTERPRISE,0.0,61422.0,131132.0,Unknown Bank,384961901558_000000,,,,acct_001_000000,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,16/01/2025,,UPI/818188940667/DR/BIGBASKET/IDFB/bbdaily@okhdfcbank@idfb0576059.ifsc.npci/UPI,580.0,0.0,130552.0,Unknown Bank,384961901558_000001,,,,acct_001_000001,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,16/01/2025,,UPI/808030346012/FROM: 74809185749@sbin0346097.ifsc.npci/TO: medplus@ybl@idib0891223.ifsc.npci. NPCI/UPI/PHARMACY,759.0,0.0,293673.0,Unknown Bank,74809185749_000001,,,,acct_001_000002,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,17/01/2025,,CWDR/840319458426/17-01-2025 10:52:12/CMN,15000.0,0.0,926164.0,Unknown Bank,16400202955_000001,,,,acct_001_000003,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,17/01/2025,,UPI/674852040380/22:06:26/UPI/fuelpay@ybl@icic0443324.ifsc.npci/Payment/INDIANOIL,788.0,0.0,249005.0,Unknown Bank,67947948262536_000000,,,,acct_001_000004,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,18/01/2025,,UPI/234005220570/DR/PHARMACY/UTIB/medplus@ybl@utib0670114.ifsc.npci/UPI,4403.0,0.0,123954.0,Unknown Bank,384961901558_000003,,,,acct_001_000005,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,18/01/2025,,UPI/035208972146/FROM: 74809185749@sbin0346097.ifsc.npci/TO: bbdaily@okhdfcbank@hdfc0717410.ifsc.npci. NPCI/UPI/BIGBASKET,119.0,0.0,293554.0,Unknown Bank,74809185749_000002,,,,acct_001_000006,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,20/01/2025,,UPI/647123212907/DR/BESCOM/BARB/bescom.bill@upi@barb0989732.ifsc.npci/UPI,4172.0,0.0,119782.0,Unknown Bank,384961901558_000004,,,,acct_001_000007,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,20/01/2025,,UPI:PAY:991384216948/Jio /Bank of Ba/JIO,3110.0,0.0,357774.0,Unknown Bank,82389122072698_000002,,,,acct_001_000008,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,21/01/2025,,UPI/389024598883/FROM: 74809185749@sbin0346097.ifsc.npci/TO: bescom.bill@upi@punb0781609.ifsc.npci. NPCI/UPI/BESCOM,1239.0,0.0,289035.0,Unknown Bank,74809185749_000004,,,,acct_001_000009,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,23/01/2025,,UPI/314471935389/DR/BESCOM/IDFB/bescom.bill@upi@idfb0622025.ifsc.npci/UPI,4029.0,0.0,917727.0,Unknown Bank,16400202955_000004,,,,acct_001_000010,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,23/01/2025,,UPI/753157724432/18:31:09/UPI/jio.mobile@ibl@cnrb0919503.ifsc.npci/Payment/JIO,1873.0,0.0,298024.0,Unknown Bank,67947948262536_000003,,,,acct_001_000011,,False,acct_001
UNKNOWN-rt_case_02,,UNKNOWN,24/01/2025,,UPI/830160962674/DR/BIGBASKET/MAHB/bbdaily@okhdfcbank@mahb0466464.ifsc.npci/UPI,3548.0,0.0,914179.0,Unknown Bank,16400202955_000005,,,,acct_001_000012,,False,acct_001
