Date,Time,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,IFSC_Code,flag_reason,mismatch_diagnosis,source_account_id
15/01/2025,,MB NEFT/UTIBN2501151878307/Techrevive/Techrevive Solutions/,0.0,48492.0,361050.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000000,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/01/2025,,NEFT CR-SBINN2501168264322- CNRB0872918-2822705986361-GLOBAL ENTERPRISE- NEFT - 168264322 - 2822705986361 - CNRB0872918,0.0,40003.0,294432.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000000,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/01/2025,,APEX COMMERCE ENTERPRISE MAHBN2501176761122 - 9008-NEFT/ RTGS CELL SBIN0469973 74930792438,0.0,41164.0,941164.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000000,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/01/2025,,UPI/711267735247/DR/BESCOM/IDFB/bescom.bill@upi@idfb0431688.ifsc.npci/UPI,2195.0,0.0,128357.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000002,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/01/2025,,UPI:PAY:495360750078/BESCOM /Indian Ban,166.0,0.0,360884.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000001,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
18/01/2025,,DIGITA-MUMBAI/ NEFT-BARBN2501189163459-RG ENTERPRISE,0.0,55054.0,304059.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000001,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
20/01/2025,,UPI/655545482570/DR/IRCTC/FDRL/irctc.pay@axisbank@fdrl0713937.ifsc.npci/UPI,4255.0,0.0,921909.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000002,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
20/01/2025,,UPI/547453915585/18:46:04/UPI/bescom.bill@upi@cnrb0395373.ifsc.npci/Payment/BESCOM,4162.0,0.0,299897.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000002,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
20/01/2025,11:36:40,UPI/446971003240/FROM: 74809185749@sbin0346097.ifsc.npci/TO: bbdaily@okhdfcbank@icic0375504.ifsc.npci. NPCI/UPI/BIGBASKET,3280.0,0.0,290274.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000003,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/01/2025,,UPI/203607204656/DR/PHARMACY/IDFB/medplus@ybl@idfb0152000.ifsc.npci/UPI,153.0,0.0,921756.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000003,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/01/2025,,UPI/803865473159/DR/AIRTEL/KKBK/airtel.recharge@airtel@kkbk0711919.ifsc.npci/UPI,3641.0,0.0,116141.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000005,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/01/2025,17:45:46,UPI:PAY:569388763209/Dmart /ICICI Bank/DMART,2726.0,0.0,355048.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000003,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/01/2025,10:10:23,UPI/929211518982/FROM: 74809185749@sbin0346097.ifsc.npci/TO: jio.mobile@ibl@punb0105817.ifsc.npci. NPCI/UPI/JIO,2244.0,0.0,286791.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000005,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
25/01/2025,,UPI/439113424987/DR/BESCOM/IDFB/bescom.bill@upi@idfb0617847.ifsc.npci/UPI,412.0,0.0,115729.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000006,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
25/01/2025,,AMB CHRGS FOR JAN 2025,18.0,0.0,286773.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000006,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
26/01/2025,,UPI/418250374141/DR/PHARMACY/FDRL/medplus@ybl@fdrl0314587.ifsc.npci/UPI,1707.0,0.0,909147.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
27/01/2025,,CWDR/251017789450/27-01-2025 14:02:26/CMN,8000.0,0.0,107729.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
28/01/2025,,NACH DR-8544432784-ICICI BANK EMI-202955,7500.0,0.0,901647.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
28/01/2025,21:42:06,UPI/317163654030/FROM: 74809185749@sbin0346097.ifsc.npci/TO: bbdaily@okhdfcbank@idib0401214.ifsc.npci. NPCI/UPI/BIGBASKET,1895.0,0.0,284878.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
30/01/2025,,UPI/969549200807/DR/PHARMACY/FDRL/medplus@ybl@fdrl0845321.ifsc.npci/UPI,1915.0,0.0,105814.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
30/01/2025,,NACH DR-3986094264-ICICI BANK EMI-072698,15850.0,0.0,329627.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
31/01/2025,,UPI/248152355535/08:20:04/UPI/airtel.recharge@airtel@fdrl0830590.ifsc.npci/Payment/AIRTEL,3558.0,0.0,286012.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
02/02/2025,,UPI/208657191432/DR/AIRTEL/SBIN/airtel.recharge@airtel@sbin0900421.ifsc.npci/UPI,2868.0,0.0,898720.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
02/02/2025,,UPI:PAY:373584111111/BESCOM /State Bank,2336.0,0.0,327291.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
03/02/2025,,UPI:PAY:995183025699/JIO /IDFC FIRST,738.0,0.0,326553.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000009,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
04/02/2025,,UPI/776998756046/DR/DMART/HDFC/dmart.pay@okaxis@hdfc0305566.ifsc.npci/UPI,3373.0,0.0,99178.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
05/02/2025,,UPI/043815937789/DR/JIO/PUNB/jio.mobile@ibl@punb0787519.ifsc.npci/UPI,3593.0,0.0,95585.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000011,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
05/02/2025,,UPI:PAY:945240746125/PHARMACY /Indian Ban,541.0,0.0,326012.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
06/02/2025,,NFSCWD ATM 6NMYSORE/821983912241/09:57:45/MYSORE,15000.0,0.0,311012.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000011,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
07/02/2025,12:47:23,UPI/965930036936/21:30:47/UPI/fuelpay@ybl@sbin0412145.ifsc.npci/Payment/INDIANOIL,1783.0,0.0,277849.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
08/02/2025,,UPI/854757582350/FROM: 74809185749@sbin0346097.ifsc.npci/TO: dmart.pay@okaxis@barb0533276.ifsc.npci. NPCI/UPI/DMART,3296.0,0.0,271925.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000012,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
08/02/2025,12:23:14,NACH DR-9369769273-ICICI BANK EMI-072698,21400.0,0.0,289612.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000012,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
09/02/2025,,CWDR/081119505179/09-02-2025 16:59:57/CMN,15000.0,0.0,79602.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
11/02/2025,,UPI/958822174290/19:17:38/UPI/irctc.pay@axisbank@kkbk0250416.ifsc.npci/Payment/IRCTC,4434.0,0.0,272682.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000012,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
11/02/2025,14:07:26,UPI/273354766663/DR/AIRTEL/IDFB/airtel.recharge@airtel@idfb0742309.ifsc.npci/UPI,2465.0,0.0,885437.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/02/2025,,CWDR/211118824730/12-02-2025 11:28:52/CMN,5000.0,0.0,880437.0,UNKNOWN-rt_case_02,Unknown Bank,16400202955_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
13/02/2025,,UPI/438519621100/DR/INDIANOIL/CNRB/fuelpay@ybl@cnrb0303447.ifsc.npci/UPI,4264.0,0.0,74541.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,N/IDIBN2502148090637/BARB0246583/Maa Enterprise,0.0,84568.0,159109.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000016,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,UPI/216243829004/17:39:13/UPI/fuelpay@ybl@hdfc0286230.ifsc.npci/Payment/INDIANOIL,4280.0,0.0,268402.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,MB NEFT/UTIBN2502148102362/RG ENTERPR/RG ENTERPRISE/,0.0,46961.0,331652.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,22:09:06,UPI/233840439674/FROM: 74809185749@sbin0346097.ifsc.npci/TO: bbdaily@okhdfcbank@mahb0284357.ifsc.npci. NPCI/UPI/BIGBASKET,2492.0,0.0,278092.0,UNKNOWN-rt_case_02,Unknown Bank,74809185749_000017,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/02/2025,,DIGITA-MUMBAI/ NEFT-BARBN2502159600702-S R K ENTERPRISES,0.0,38746.0,307148.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/02/2025,18:04:26,UPI/896181354818/DR/AIRTEL/SBIN/airtel.recharge@airtel@sbin0130110.ifsc.npci/UPI,2229.0,0.0,152434.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/02/2025,08:45:27,UPI/488441968520/21:49:26/UPI/irctc.pay@axisbank@cnrb0767961.ifsc.npci/Payment/IRCTC,2767.0,0.0,304381.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/02/2025,16:47:02,UPI:PAY:992187162042/JIO /Canara Ban,1677.0,0.0,329840.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000017,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
18/02/2025,18:11:29,UPI/944376362231/DR/BIGBASKET/MAHB/bbdaily@okhdfcbank@mahb0904190.ifsc.npci/UPI,773.0,0.0,151661.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000019,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
19/02/2025,,UPI/296521706973/19:23:41/UPI/dmart.pay@okaxis@idib0185289.ifsc.npci/Payment/DMART,341.0,0.0,304040.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000016,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
19/02/2025,,MB NEFT/MAHBN2502194801805/Anjali Sun/Anjali Sunita/,0.0,205464.0,535304.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
20/02/2025,,UPI/992139287859/16:17:11/UPI/fuelpay@ybl@punb0588367.ifsc.npci/Payment/INDIANOIL,4027.0,0.0,300013.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000017,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
21/02/2025,,MAB CHARGES,118.0,0.0,151396.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/02/2025,,UPI/070949241969/22:47:51/UPI/bescom.bill@upi@cnrb0528622.ifsc.npci/Payment/BESCOM,2562.0,0.0,297451.0,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/02/2025,,UPI:PAY:548981765355/Pharmacy /Bank of Ma/PHARMACY,1799.0,0.0,533387.0,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000020,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/02/2025,,DIGITA-MUMBAI/ NEFT-UTIBN2502236006233-ISHA REDDY,0.0,194868.1,492319.1,UNKNOWN-rt_case_02,Unknown Bank,67947948262536_000019,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/02/2025,,MB NEFT/UTIBN2502236006233/Priya Venk/Priya Venkatesh/,194868.1,0.0,338518.9,UNKNOWN-rt_case_02,Unknown Bank,82389122072698_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/02/2025,22:50:36,UPI/006640148376/DR/PHARMACY/UTIB/medplus@ybl@utib0318056.ifsc.npci/UPI,4396.0,0.0,135800.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000023,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
25/02/2025,,UPI/965708181356/DR/PHARMACY/UTIB/medplus@ybl@utib0231817.ifsc.npci/UPI,2015.0,0.0,133785.0,UNKNOWN-rt_case_02,Unknown Bank,384961901558_000024,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
