account_number,account_holder,ifsc_code,Date,Time,Narration,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,Debit,Credit,Balance,Transaction_Type,Bank_Name,txn_id,duplicate_of,is_reversed
12284972979920,Ravi Kumar Sharma,FDRL0433518,23/01/2025,,FT NEFT/FDRLN2501237048535/CRYSTAL SUPPLY ENTERPRISE/CRYSTAL SUPPLY ENTERPRISE TRF 23-Jan-25,,FDRLN2501237048535,FDRLN2501237048535,,0.0,70075.0,303766.0,credit,Federal Bank,12284972979920_000000,,False
82127478352,RAVI KUMAR SHARMA,IDFB0796278,23/01/2025,,NEFT/IDFBN2501239447585/Bansilal Traders/HDFC0415060,,IDFBN2501239447585,IDFBN2501239447585,,0.0,77747.0,374572.0,credit,IDFC FIRST Bank,82127478352_000000,,False
7837260444928914,VIKRAM SAXENA,PUNB0562705,24/01/2025,,NEFT/PUNBN2501242251878/Global Enterprise CDCI CDCI,,PUNBN2501242251878,PUNBN2501242251878,,0.0,37702.0,429463.0,credit,Punjab National Bank,7837260444928914_000000,,False
82127478352,RAVI KUMAR SHARMA,IDFB0796278,24/01/2025,,UPI/MOB/505957344588/Pay request to Airtel/airtel.recharge@airtel@icic0761809.ifsc.npci/AIRTEL,,,505957344588,,4339.0,0.0,370233.0,debit,IDFC FIRST Bank,82127478352_000001,,False
40950368208,Rohan Kapoor,MAHB0831725,25/01/2025,,CWDR/197317213244/25-01-2025 11:39:17/CMN,,,,,10000.0,0.0,564784.0,debit,Bank of Maharashtra,40950368208_000000,,False
68881455666132,GAURAV KUNAL GHOSH,UTIB0722957,25/01/2025,,MB NEFT/UTIBN2501259970539/Hanuman Di/Hanuman Dico/,,UTIBN2501259970539,UTIBN2501259970539,,0.0,50258.0,416057.0,credit,Axis Bank,68881455666132_000000,,False
68881455666132,GAURAV KUNAL GHOSH,UTIB0722957,25/01/2025,,NACH DR-7557576173-ICICI BANK EMI-666132,,,,,21400.0,0.0,394657.0,debit,Axis Bank,68881455666132_000001,,False
12284972979920,Ravi Kumar Sharma,FDRL0433518,26/01/2025,,UPI/119905147249/DR/IRCTC/PUNB/irctc.pay@axisbank@punb0685548.ifsc.npci/UPI,,,119905147249,,759.0,0.0,303007.0,debit,Federal Bank,12284972979920_000001,,False
40950368208,Rohan Kapoor,MAHB0831725,26/01/2025,,Rudraya Hotel MAHBN2501268740927 - 9008-NEFT/ RTGS CELL HDFC0912539 07365956877681,,MAHBN2501268740927,MAHBN2501268740927,,0.0,53928.0,618712.0,credit,Bank of Maharashtra,40950368208_000001,,False
40950368208,Rohan Kapoor,MAHB0831725,26/01/2025,,UPI/584663845176/DR/JIO/PUNB/jio.mobile@ibl@punb0715274.ifsc.npci/UPI,,,584663845176,,4134.0,0.0,614578.0,debit,Bank of Maharashtra,40950368208_000002,,False
