account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed,Transaction_Type,source_account_id
15530197371184,AMIT SHAH,HDFC0696382,01/12/2024,,UPI-Pooja Mishra-pooja.mishra@ptyes-917494691824-DR VIA UPI,12500.49,0.0,1179463.53,HDFC BANK LTD,,550233711559,,,acct_001_000000,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,01/12/2024,,POS SHOPPERS STOP COIMBATORE,4300.82,0.0,1175162.71,HDFC BANK LTD,,772654927120,,,acct_001_000001,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,02/12/2024,,SALARY-S1429755336444/NEFT/Patni Computer Systems,0.0,85096.27,1260258.98,HDFC BANK LTD,,079804151899,,,acct_001_000002,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,02/12/2024,,UPI-Jio Recharge-jio@paytm-136115936796-DR VIA UPI,1750.76,0.0,1258508.22,HDFC BANK LTD,,181943839614,,,acct_001_000003,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,02/12/2024,,UPI-Rakesh Chopra-rakesh383@okhdfcbank-146867059151-CR VIA UPI,0.0,21200.05,1279708.27,HDFC BANK LTD,,404116458334,,,acct_001_000004,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,03/12/2024,,ATW-XXXXXX2495-EOH80021-COIMBATORE 249984030944,5000.0,0.0,1274708.27,HDFC BANK LTD,,127018871488,,,acct_001_000005,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,05/12/2024,,UPI-Rapido-rapido@icici-997250310513-DR VIA UPI,310.5,0.0,1274397.77,HDFC BANK LTD,,333658758424,,,acct_001_000006,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,05/12/2024,,POS VISHAL MEGA MART COIMBATORE,1550.2,0.0,1272847.57,HDFC BANK LTD,,778498021471,,,acct_001_000007,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,06/12/2024,,ECS-NACH-RNT8492047-RENT MANDATE,27000.0,0.0,1245847.57,HDFC BANK LTD,,708060383845,,,acct_001_000008,,False,,acct_001
15530197371184,AMIT SHAH,HDFC0696382,07/12/2024,,UPI-Girish Bose-1349318609@ptsbi-931348673911-CR VIA UPI,0.0,15500.47,1261348.04,HDFC BANK LTD,,376803695208,,,acct_001_000009,,False,,acct_001
