account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed,source_account_id
76722295363979,SEEMA ROY,HDFC0167946,01/12/2024,,POS RELIANCE MART BHOPAL,500.78,0.0,754009.42,HDFC BANK LTD,,537062956556,,,acct_001_000000,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,01/12/2024,,UPI-Dunzo-dunzo@razorpay-928830271581-DR VIA UPI,2760.76,0.0,751248.66,HDFC BANK LTD,,688588753969,,,acct_001_000001,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,01/12/2024,,ATW-XXXXXX2668-FBM43137-BHOPAL 571610606410,2000.0,0.0,749248.66,HDFC BANK LTD,,697205976242,,,acct_001_000002,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,02/12/2024,,UPI-Uber India-uber@paytm-722086402156-DR VIA UPI,820.08,0.0,748428.58,HDFC BANK LTD,,875539224506,,,acct_001_000003,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,03/12/2024,,UPI-Paytm Mall-paytm@paytm-760453457563-DR VIA UPI,1970.66,0.0,746457.92,HDFC BANK LTD,,775818717921,,,acct_001_000004,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,04/12/2024,,UPI-Uber India-uber@paytm-641244744584-DR VIA UPI,770.43,0.0,745687.49,HDFC BANK LTD,,311893852789,,,acct_001_000005,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,04/12/2024,,POS PANTALOONS BHOPAL,5850.38,0.0,739837.11,HDFC BANK LTD,,152109213932,,,acct_001_000006,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,04/12/2024,,UPI-ICICI Prudential Life-licindia@licindia-857999014609-DR VIA UPI,4000.0,0.0,735837.11,HDFC BANK LTD,,367262161023,,,acct_001_000007,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,04/12/2024,,UPI-Himanshu Gupta-himanshu.gupta@ptsbi-720990165331-CR VIA UPI,0.0,6700.15,742537.26,HDFC BANK LTD,,271491202878,,,acct_001_000008,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,05/12/2024,,UPI-Zepto-zepto@apl-081699354775-DR VIA UPI,620.29,0.0,741916.97,HDFC BANK LTD,,284925427978,,,acct_001_000009,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,05/12/2024,,ATW-XXXXXX4845-UIS31205-BHOPAL 781938370569,8500.0,0.0,733416.97,HDFC BANK LTD,,666086055711,,,acct_001_000010,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,05/12/2024,,UPI-Siddharth Menon-siddharth517@upi-726826943714-CR VIA UPI,0.0,15450.25,748867.22,HDFC BANK LTD,,822138154997,,,acct_001_000011,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,05/12/2024,,UPI-Nykaa-nykaa@razorpay-872206093054-DR VIA UPI,749.0,0.0,748118.22,HDFC BANK LTD,,039302621658,,,acct_001_000012,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,06/12/2024,,UPI-Myntra-myntra@ybl-074452329007-DR VIA UPI,4250.7,0.0,743867.52,HDFC BANK LTD,,838023475574,,,acct_001_000013,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,07/12/2024,,UPI-Ola Cabs-olamoney@ola-171980397151-DR VIA UPI,740.86,0.0,743126.66,HDFC BANK LTD,,234505127863,,,acct_001_000014,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,07/12/2024,,SALARY-S2186875897959/NEFT/Lupin Limited,0.0,113075.81,856202.47,HDFC BANK LTD,,243196188942,,,acct_001_000015,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,07/12/2024,,UPI-Vishal Saxena-3003538567@paytm-066377416389-CR VIA UPI,0.0,18800.99,875003.46,HDFC BANK LTD,,523329783957,,,acct_001_000016,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,07/12/2024,,UPI-Himanshu Shukla-himanshu.shukla@oksbi-909605233980-DR VIA UPI,7350.5,0.0,867652.96,HDFC BANK LTD,,807209850357,,,acct_001_000017,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,09/12/2024,,UPI-Dunzo-dunzo@razorpay-900941365428-DR VIA UPI,1930.18,0.0,865722.78,HDFC BANK LTD,,236825853487,,,acct_001_000018,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,10/12/2024,,UPI-Ola Cabs-olamoney@ola-656049938284-DR VIA UPI,110.46,0.0,865612.32,HDFC BANK LTD,,377965727930,,,acct_001_000019,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,10/12/2024,,ECS-NACH-LN547022311475-Axis Bank Auto Loan,17000.0,0.0,848612.32,HDFC BANK LTD,,202287330612,,,acct_001_000020,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,10/12/2024,,ECS-NACH-RNT9976656-RENT MANDATE,18500.0,0.0,830112.32,HDFC BANK LTD,,895313997222,,,acct_001_000021,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,11/12/2024,,UPI-Airtel Payments-airtel@axis-793310388350-DR VIA UPI,839.0,0.0,829273.32,HDFC BANK LTD,,334583580646,,,acct_001_000022,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,11/12/2024,,POS METRO CASH CARRY BHOPAL,7050.84,0.0,822222.48,HDFC BANK LTD,,779077157843,,,acct_001_000023,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,12/12/2024,,POS STAR BAZAAR BHOPAL,8350.67,0.0,813871.81,HDFC BANK LTD,,441139253932,,,acct_001_000024,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,13/12/2024,,UPI-Airtel Payments-airtel@axis-935664998419-DR VIA UPI,339.0,0.0,813532.81,HDFC BANK LTD,,789847183565,,,acct_001_000025,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,14/12/2024,,UPI-MedPlus Health-medplus@icici-983971094166-DR VIA UPI,3370.87,0.0,810161.94,HDFC BANK LTD,,364985912148,,,acct_001_000026,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,14/12/2024,,UPI-Amazon Pay-amazon@apl-599502121628-DR VIA UPI,2420.2,0.0,807741.74,HDFC BANK LTD,,407269656925,,,acct_001_000027,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,17/12/2024,,UPI-Uber India-uber@paytm-536439396147-DR VIA UPI,790.95,0.0,806950.79,HDFC BANK LTD,,493979936177,,,acct_001_000028,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,18/12/2024,,UPI-Zepto-zepto@apl-588078106091-DR VIA UPI,1910.66,0.0,805040.13,HDFC BANK LTD,,213701838892,,,acct_001_000029,,False,acct_001
76722295363979,SEEMA ROY,HDFC0167946,19/12/2024,,UPI-Abhishek Patil-abhishek.patil@ptaxis-556337769614-DR VIA UPI,6450.4,0.0,798589.73,HDFC BANK LTD,,469479368963,,,acct_001_000030,,False,acct_001
