account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed,source_account_id
UNKNOWN-7966944653_statement,,UNKNOWN,01/12/2024,,UPI/DR/964147782253/Kiran/BARB/kiran.shukla@kotak/UPI,14300.32,0.0,744863.03,Unknown Bank,,122745907256,,,acct_001_000000,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,01/12/2024,,UPI/CR/241939459474/Deepa/UCBA/deepa384@pthdfc/UPI,0.0,16300.97,761164.0,Unknown Bank,,919489343206,,,acct_001_000001,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,01/12/2024,,UPI/DR/421629603032/Dunzo/ICICI/dunzo@razorpay/UPI,1480.33,0.0,759683.67,Unknown Bank,,696617391559,,,acct_001_000002,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,02/12/2024,,UPI/DR/535553017942/Jyoti/KKBK/jyotichau45@oksbi/UPI,20500.34,0.0,739183.33,Unknown Bank,,851815494629,,,acct_001_000003,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,02/12/2024,,UPI/CR/051885798133/Nikhil/HDFC/8986167624@pthdfc/UPI,0.0,14700.62,753883.95,Unknown Bank,,481743047867,,,acct_001_000004,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,03/12/2024,,UPI/DR/516607430394/Flipkart/ICICI/flipkart@ybl/UPI,2530.43,0.0,751353.52,Unknown Bank,,545058550728,,,acct_001_000005,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,03/12/2024,,UPI/DR/901593120039/Jio/ICICI/jio@paytm/UPI,270.79,0.0,751082.73,Unknown Bank,,185827298389,,,acct_001_000006,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,03/12/2024,,UPI/DR/487989661352/Rapido/PAYTM/rapido@icici/UPI,580.28,0.0,750502.45,Unknown Bank,,778212584499,,,acct_001_000007,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,03/12/2024,,POS MORE SUPER MARKET DELHI,1850.71,0.0,748651.74,Unknown Bank,,121027824530,,,acct_001_000008,,False,acct_001
UNKNOWN-7966944653_statement,,UNKNOWN,04/12/2024,,UPI/DR/351928188389/Amazon/PAYTM/amazon@apl/UPI,4050.91,0.0,744600.83,Unknown Bank,,092923285363,,,acct_001_000009,,False,acct_001
