account_number,account_holder,ifsc_code,Date,Time,Narration,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,Debit,Credit,Balance,Transaction_Type,Bank_Name,txn_id,duplicate_of,is_reversed
4250634202,PRIYA VENKATESH,KKBK0274442,06/02/2025,,NEFT KKBKN2502068263527 NEFTINW- (Cr) RUDRAYA HOTEL CNRB0231217 5585772121718,,KKBKN2502068263527,KKBKN2502068263527,,0.0,50302.0,171052.0,credit,Kotak Mahindra Bank,4250634202_000000,,False
7271932401285,REKHA YADAV,CNRB0148519,06/02/2025,,NEFT CR-CNRB0128475-SUGARIFY AGENCY-CNRBN2502068467207,,CNRBN2502068467207,CNRBN2502068467207,,0.0,38581.0,131007.0,credit,Canara Bank,7271932401285_000000,,False
80275595460,Rekha Yadav,MAHB0601820,06/02/2025,,S R K ENTERPRISES MAHBN2502063848866 - 9008-NEFT/ RTGS CELL KKBK0529024 9922917106,,MAHBN2502063848866,MAHBN2502063848866,,0.0,65210.0,167818.0,credit,Bank of Maharashtra,80275595460_000000,,False
95599894774085,Priya Venkatesh,BARB0102520,07/02/2025,,UPI/735872882208/09:44:51/UPI/bescom.bill@upi@hdfc0554608.ifsc.npci/Payment/BESCOM,,,735872882208,,1432.0,0.0,280684.0,debit,Bank of Baroda,95599894774085_000000,,False
65805264167801,KAVYA BOSE,UTIB0357263,08/02/2025,,MB NEFT/UTIBN2502089179565/GLOBAL ENT/GLOBAL ENTERPRISE/,,UTIBN2502089179565,UTIBN2502089179565,,0.0,41566.0,275299.0,credit,Axis Bank,65805264167801_000000,,False
65805264167801,KAVYA BOSE,UTIB0357263,08/02/2025,,UPI:PAY:767307417091/AIRTEL            /State Bank,,,767307417091,,2834.0,0.0,272465.0,debit,Axis Bank,65805264167801_000001,,False
101021785929,Devanshu Malhotra,ICIC0325880,09/02/2025,,NEFT:ICICN2502099579405:SUGARIFY AGENCY,,ICICN2502099579405,ICICN2502099579405,,0.0,45420.0,340664.0,credit,ICICI Bank,101021785929_000000,,False
101021785929,Devanshu Malhotra,ICIC0325880,09/02/2025,,UPI/DR/131331823889/AIRT/BARB/**airtel.recharge@airtel@barb0113213.ifsc.npci/UPI//ICI1303003169/AIRTEL,,,131331823889,,1550.0,0.0,339114.0,debit,ICICI Bank,101021785929_000001,,False
4250634202,PRIYA VENKATESH,KKBK0274442,09/02/2025,,UPI/498437374088/DR/IRCT/BARB/irctc.pay@axisbank@barb0264922.ifsc.npci/UPI | D/IRCTC,,,498437374088,,843.0,0.0,170209.0,debit,Kotak Mahindra Bank,4250634202_000001,,False
65805264167801,KAVYA BOSE,UTIB0357263,09/02/2025,,UPI:PAY:953140193137/INDIANOIL         /Axis Bank,,,953140193137,,978.0,0.0,271487.0,debit,Axis Bank,65805264167801_000002,,False
7271932401285,REKHA YADAV,CNRB0148519,09/02/2025,,UPI/536867789405/DR/JIO/IDFB/jio.mobile@ibl@idfb0349686.ifsc.npci/UPI,,,536867789405,,4224.0,0.0,126783.0,debit,Canara Bank,7271932401285_000001,,False
80275595460,Rekha Yadav,MAHB0601820,09/02/2025,,UPI/460026410129/DR/JIO/UTIB/jio.mobile@ibl@utib0972932.ifsc.npci/UPI,,,460026410129,,2303.0,0.0,165515.0,debit,Bank of Maharashtra,80275595460_000001,,False
95599894774085,Priya Venkatesh,BARB0102520,09/02/2025,,DIGITA-MUMBAI/ NEFT-BARBN2502095355330-Carmen Trinity Venture,,BARBN2502095355330,BARBN2502095355330,,0.0,38116.0,318800.0,credit,Bank of Baroda,95599894774085_000001,,False
65805264167801,KAVYA BOSE,UTIB0357263,10/02/2025,,UPI:PAY:888460730920/Bigbasket         /ICICI Bank/BIGBASKET,,,888460730920,,594.0,0.0,270893.0,debit,Axis Bank,65805264167801_000003,,False
7271932401285,REKHA YADAV,CNRB0148519,10/02/2025,,UPI/401634890318/DR/DMART/HDFC/dmart.pay@okaxis@hdfc0335878.ifsc.npci/UPI,,,401634890318,,3883.0,0.0,122900.0,debit,Canara Bank,7271932401285_000002,,False
95599894774085,Priya Venkatesh,BARB0102520,10/02/2025,,NACH DR-1636518488-HDFC BANK EMI-774085,,,,,21400.0,0.0,297400.0,debit,Bank of Baroda,95599894774085_000002,,False
4250634202,PRIYA VENKATESH,KKBK0274442,11/02/2025,,UPI/287689851863/DR/JIO/ICIC/jio.mobile@ibl@icic0188980.ifsc.npci/UPI | D,,,287689851863,,4167.0,0.0,166042.0,debit,Kotak Mahindra Bank,4250634202_000002,,False
80275595460,Rekha Yadav,MAHB0601820,11/02/2025,,UPI/026595982220/DR/DMART/IDFB/dmart.pay@okaxis@idfb0396393.ifsc.npci/UPI,,,026595982220,,166.0,0.0,165349.0,debit,Bank of Maharashtra,80275595460_000002,,False
7271932401285,REKHA YADAV,CNRB0148519,12/02/2025,,UPI/209828107784/DR/PHARMACY/UTIB/medplus@ybl@utib0909874.ifsc.npci/UPI,,,209828107784,,3352.0,0.0,119548.0,debit,Canara Bank,7271932401285_000003,,False
80275595460,Rekha Yadav,MAHB0601820,12/02/2025,,UPI/010917472549/DR/DMART/IDIB/dmart.pay@okaxis@idib0390634.ifsc.npci/UPI,,,010917472549,,1246.0,0.0,164103.0,debit,Bank of Maharashtra,80275595460_000003,,False
95599894774085,Priya Venkatesh,BARB0102520,12/02/2025,09:34:03,UPI/015049793191/16:42:16/UPI/fuelpay@ybl@fdrl0484467.ifsc.npci/Payment/INDIANOIL,,,015049793191,,1762.0,0.0,295638.0,debit,Bank of Baroda,95599894774085_000003,,False
101021785929,Devanshu Malhotra,ICIC0325880,12/02/2025,11:15:38,UPI/DR/714655933311/BESC/MAHB/**bescom.bill@upi@mahb0843756.ifsc.npci/UPI//ICI9217751049/BESCOM,,,714655933311,,3788.0,0.0,335326.0,debit,ICICI Bank,101021785929_000002,,False
4250634202,PRIYA VENKATESH,KKBK0274442,12/02/2025,15:13:21,NACH DR-5793669152-BAJAJ FINANCE EMI-634202,,,,,7500.0,0.0,158542.0,debit,Kotak Mahindra Bank,4250634202_000003,,False
101021785929,Devanshu Malhotra,ICIC0325880,13/02/2025,,UPI/DR/553962042074/IRCT/CNRB/**irctc.pay@axisbank@cnrb0892516.ifsc.npci/UPI//ICI2625991678/IRCTC,,,553962042074,,2664.0,0.0,332662.0,debit,ICICI Bank,101021785929_000003,,False
4250634202,PRIYA VENKATESH,KKBK0274442,13/02/2025,,MONTHLY SMS CHARGES,,,,,9.0,0.0,158533.0,debit,Kotak Mahindra Bank,4250634202_000004,,False
65805264167801,KAVYA BOSE,UTIB0357263,13/02/2025,,NACH DR-7930080960-HDFC BANK EMI-167801,,,,,11200.0,0.0,259693.0,debit,Axis Bank,65805264167801_000004,,False
4250634202,PRIYA VENKATESH,KKBK0274442,14/02/2025,,UPI/971022175227/DR/JIO/FDRL/jio.mobile@ibl@fdrl0583495.ifsc.npci/UPI | D,,,971022175227,,3960.0,0.0,154573.0,debit,Kotak Mahindra Bank,4250634202_000005,,False
7271932401285,REKHA YADAV,CNRB0148519,14/02/2025,,UPI/622293114340/DR/JIO/ICIC/jio.mobile@ibl@icic0729985.ifsc.npci/UPI,,,622293114340,,781.0,0.0,118767.0,debit,Canara Bank,7271932401285_000004,,False
95599894774085,Priya Venkatesh,BARB0102520,14/02/2025,,UPI/419322896245/15:54:33/UPI/dmart.pay@okaxis@fdrl0870571.ifsc.npci/Payment/DMART,,,419322896245,,80.0,0.0,295558.0,debit,Bank of Baroda,95599894774085_000004,,False
80275595460,Rekha Yadav,MAHB0601820,14/02/2025,19:05:12,UPI/655281147322/DR/IRCTC/BARB/irctc.pay@axisbank@barb0815915.ifsc.npci/UPI,,,655281147322,,3304.0,0.0,160799.0,debit,Bank of Maharashtra,80275595460_000004,,False
101021785929,Devanshu Malhotra,ICIC0325880,16/02/2025,,UPI/DR/617812136757/AIRT/ICIC/**airtel.recharge@airtel@icic0233133.ifsc.npci/UPI//ICI6943809495/AIRTEL,,,617812136757,,1953.0,0.0,330709.0,debit,ICICI Bank,101021785929_000004,,False
65805264167801,KAVYA BOSE,UTIB0357263,16/02/2025,,NFSCWD ATM 6NMYSORE/496441567179/18:31:48/MYSORE,,,,,8000.0,0.0,251693.0,debit,Axis Bank,65805264167801_000005,,False
95599894774085,Priya Venkatesh,BARB0102520,16/02/2025,,CWDR/854771480092/16-02-2025 09:05:52/CMN,,,,,15000.0,0.0,280558.0,debit,Bank of Baroda,95599894774085_000005,,False
101021785929,Devanshu Malhotra,ICIC0325880,17/02/2025,,UPI/DR/989888495250/JIO/CNRB/**jio.mobile@ibl@cnrb0347184.ifsc.npci/UPI//ICI7390708299,,,989888495250,,3033.0,0.0,327676.0,debit,ICICI Bank,101021785929_000005,,False
65805264167801,KAVYA BOSE,UTIB0357263,17/02/2025,,UPI:PAY:225247870070/Pharmacy          /HDFC Bank/PHARMACY,,,225247870070,,3033.0,0.0,248660.0,debit,Axis Bank,65805264167801_000006,,False
7271932401285,REKHA YADAV,CNRB0148519,17/02/2025,,UPI/139624527720/DR/BIGBASKET/SBIN/bbdaily@okhdfcbank@sbin0774929.ifsc.npci/UPI,,,139624527720,,407.0,0.0,118360.0,debit,Canara Bank,7271932401285_000005,,False
80275595460,Rekha Yadav,MAHB0601820,17/02/2025,,UPI/495665608721/DR/IRCTC/MAHB/irctc.pay@axisbank@mahb0468637.ifsc.npci/UPI,,,495665608721,,1842.0,0.0,158957.0,debit,Bank of Maharashtra,80275595460_000005,,False
95599894774085,Priya Venkatesh,BARB0102520,17/02/2025,,UPI/149260135728/12:09:13/UPI/dmart.pay@okaxis@barb0951186.ifsc.npci/Payment/DMART,,,149260135728,,1947.0,0.0,278611.0,debit,Bank of Baroda,95599894774085_000006,,False
4250634202,PRIYA VENKATESH,KKBK0274442,17/02/2025,09:58:59,CWDR/753063873303/17-02-2025 09:18:27/CMN,,,,,8000.0,0.0,146573.0,debit,Kotak Mahindra Bank,4250634202_000006,,False
65805264167801,KAVYA BOSE,UTIB0357263,19/02/2025,,NACH DR-1593517105-HDFC BANK EMI-167801,,,,,15850.0,0.0,232810.0,debit,Axis Bank,65805264167801_000007,,False
95599894774085,Priya Venkatesh,BARB0102520,19/02/2025,,SMS ALERT CHARGES NEW,,,,,118.0,0.0,278493.0,debit,Bank of Baroda,95599894774085_000007,,False
4250634202,PRIYA VENKATESH,KKBK0274442,19/02/2025,15:53:14,UPI/096339888318/DR/BIGB/CNRB/bbdaily@okhdfcbank@cnrb0443147.ifsc.npci/UPI | D/BIGBASKET,,,096339888318,,3922.0,0.0,142651.0,debit,Kotak Mahindra Bank,4250634202_000007,,False
101021785929,Devanshu Malhotra,ICIC0325880,19/02/2025,21:15:25,UPI/DR/074099242681/PHAR/MAHB/**medplus@ybl@mahb0180072.ifsc.npci/UPI//ICI7064600643/PHARMACY,,,074099242681,,3758.0,0.0,323918.0,debit,ICICI Bank,101021785929_000006,,False
7271932401285,REKHA YADAV,CNRB0148519,20/02/2025,,UPI/308313412131/DR/IRCTC/BARB/irctc.pay@axisbank@barb0651607.ifsc.npci/UPI,,,308313412131,,3466.0,0.0,114894.0,debit,Canara Bank,7271932401285_000006,,False
80275595460,Rekha Yadav,MAHB0601820,20/02/2025,,UPI/085616358697/DR/DMART/KKBK/dmart.pay@okaxis@kkbk0935457.ifsc.npci/UPI,,,085616358697,,753.0,0.0,158204.0,debit,Bank of Maharashtra,80275595460_000006,,False
4250634202,PRIYA VENKATESH,KKBK0274442,21/02/2025,,UPI/473636735978/DR/AIRT/HDFC/airtel.recharge@airtel@hdfc0739737.ifsc.npci/UPI | D/AIRTEL,,,473636735978,,4183.0,0.0,138468.0,debit,Kotak Mahindra Bank,4250634202_000008,,False
65805264167801,KAVYA BOSE,UTIB0357263,21/02/2025,,UPI:PAY:975197640479/Bigbasket         /Federal Ba/BIGBASKET,,,975197640479,,303.0,0.0,232507.0,debit,Axis Bank,65805264167801_000008,,False
95599894774085,Priya Venkatesh,BARB0102520,21/02/2025,,UPI/982801079052/15:32:26/UPI/airtel.recharge@airtel@hdfc0666999.ifsc.npci/Payment/AIRTEL,,,982801079052,,2397.0,0.0,276096.0,debit,Bank of Baroda,95599894774085_000008,,False
7271932401285,REKHA YADAV,CNRB0148519,22/02/2025,,UPI/972852806940/DR/BIGBASKET/HDFC/bbdaily@okhdfcbank@hdfc0717008.ifsc.npci/UPI,,,972852806940,,1544.0,0.0,113350.0,debit,Canara Bank,7271932401285_000007,,False
