account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed,source_account_id
4580064736,SAURABH MISHRA,KKBK0862855,01/12/2024,,UPI/DR/443320461314/Uber/PAYTM/uber@paytm/UPI,430.34,0.0,821996.1,KOTAK MAHINDRA BANK LTD,,505037153450,,,acct_001_000000,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,01/12/2024,,UPI/DR/089684856244/Maya/PUNB/maya.kulkarni@ybl/UPI,16600.44,0.0,805395.66,KOTAK MAHINDRA BANK LTD,,587990367559,,,acct_001_000001,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,02/12/2024,,UPI/DR/294293974880/Apollo/ICICI/apollopharmacy@ybl/UPI,2730.11,0.0,802665.55,KOTAK MAHINDRA BANK LTD,,718663713198,,,acct_001_000002,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,02/12/2024,,UPI/DR/481727811279/Ramesh/HDFC/ramesh127@okaxis/UPI,12750.34,0.0,789915.21,KOTAK MAHINDRA BANK LTD,,866081881872,,,acct_001_000003,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,02/12/2024,,UPI/DR/563193272245/Ola/PAYTM/olamoney@ola/UPI,800.09,0.0,789115.12,KOTAK MAHINDRA BANK LTD,,624048990291,,,acct_001_000004,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,03/12/2024,,POS RELIANCE MART LUCKNOW,3300.56,0.0,785814.56,KOTAK MAHINDRA BANK LTD,,833668172251,,,acct_001_000005,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,04/12/2024,,UPI/DR/754264739829/Ankit/BKID/ankitsen58@oksbi/UPI,11650.89,0.0,774163.67,KOTAK MAHINDRA BANK LTD,,873531991573,,,acct_001_000006,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,04/12/2024,,UPI/DR/354656959539/Brijesh/PUNB/9005250011@ptaxis/UPI,15100.27,0.0,759063.4,KOTAK MAHINDRA BANK LTD,,648271635524,,,acct_001_000007,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,04/12/2024,,ATM-CASH-WDL/OJK881607/LUCKNOW,2000.0,0.0,757063.4,KOTAK MAHINDRA BANK LTD,,092125247623,,,acct_001_000008,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,04/12/2024,,UPI/DR/272160424931/Abhishek/KKBK/abhisheknamb99@apl/UPI,10350.6,0.0,746712.8,KOTAK MAHINDRA BANK LTD,,211614317769,,,acct_001_000009,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,05/12/2024,,POS STAR BAZAAR LUCKNOW,350.83,0.0,746361.97,KOTAK MAHINDRA BANK LTD,,175616981206,,,acct_001_000010,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,05/12/2024,,UPI/CR/033083680989/Deepak/BDBL/deepakpill92@upi/UPI,0.0,6200.73,752562.7,KOTAK MAHINDRA BANK LTD,,074806785138,,,acct_001_000011,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,05/12/2024,,SALARY CREDIT/S5803441780086/Accenture India Pvt Ltd,0.0,101527.58,854090.28,KOTAK MAHINDRA BANK LTD,,927124530794,,,acct_001_000012,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,06/12/2024,,UPI/DR/823475492899/Aditya/LICI/licindia@licindia/UPI,8200.0,0.0,845890.28,KOTAK MAHINDRA BANK LTD,,620281481348,,,acct_001_000013,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,06/12/2024,,UPI/CR/522725881038/Sapna/BDBL/sapnadesa16@okhdfcbank/UPI,0.0,15950.85,861841.13,KOTAK MAHINDRA BANK LTD,,924556736835,,,acct_001_000014,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,06/12/2024,,UPI/DR/789177790703/Nikhil/BARB/nikhil.mehta@upi/UPI,5500.22,0.0,856340.91,KOTAK MAHINDRA BANK LTD,,736190053744,,,acct_001_000015,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,07/12/2024,,UPI/CR/907793344814/Rekha/UTIB/rekha.iyer@oksbi/UPI,0.0,10600.36,866941.27,KOTAK MAHINDRA BANK LTD,,487843211260,,,acct_001_000016,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,07/12/2024,,NACH/MANDATE/RNT2070162/RENT MANDATE,23000.0,0.0,843941.27,KOTAK MAHINDRA BANK LTD,,896876645128,,,acct_001_000017,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,07/12/2024,,UPI/DR/112817583785/Jio/PAYTM/airtel@axis/UPI,349.0,0.0,843592.27,KOTAK MAHINDRA BANK LTD,,631834675669,,,acct_001_000018,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,08/12/2024,,UPI/CR/871580740635/Renu/SBIN/renu.joshi@okaxis/UPI,0.0,13000.36,856592.63,KOTAK MAHINDRA BANK LTD,,000428211177,,,acct_001_000019,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,09/12/2024,,ATM-CASH-WDL/SDZ776692/LUCKNOW,7000.0,0.0,849592.63,KOTAK MAHINDRA BANK LTD,,949203439749,,,acct_001_000020,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,09/12/2024,,POS SHELL FUEL STATION LUCKNOW,3100.46,0.0,846492.17,KOTAK MAHINDRA BANK LTD,,847512418886,,,acct_001_000021,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,10/12/2024,,UPI/DR/781103776628/Blinkit/ICICI/blinkit@kotak/UPI,760.12,0.0,845732.05,KOTAK MAHINDRA BANK LTD,,850373162153,,,acct_001_000022,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,10/12/2024,,UPI/DR/851324275631/Jio/PAYTM/airtel@axis/UPI,929.0,0.0,844803.05,KOTAK MAHINDRA BANK LTD,,251265574716,,,acct_001_000023,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,11/12/2024,,UPI/DR/175555739354/Myntra/PAYTM/myntra@ybl/UPI,2550.17,0.0,842252.88,KOTAK MAHINDRA BANK LTD,,863164851759,,,acct_001_000024,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,12/12/2024,,UPI/DR/635713001954/ACT/RAZORPAY/broadband@paytm/UPI,649.0,0.0,841603.88,KOTAK MAHINDRA BANK LTD,,156095097975,,,acct_001_000025,,False,acct_001
4580064736,SAURABH MISHRA,KKBK0862855,12/12/2024,,POS SHELL FUEL STATION LUCKNOW,3250.14,0.0,838353.74,KOTAK MAHINDRA BANK LTD,,636595661851,,,acct_001_000026,,False,acct_001
