account_number,account_holder,ifsc_code,Date,Time,Narration,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,Debit,Credit,Balance,Transaction_Type,Bank_Name,txn_id,duplicate_of,is_reversed,source_account_id
00000051399615291,Ravi Kumar Sharma,SBIN0393634,01/08/2022,,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP TXN0000001,,,0000001,,0.0,850.0,116112.65,credit,State Bank of India,acct_001_000000,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,01/08/2022,,UPI/DR/4191948221/MEERA PILLAI/SBIN0393634/meera628@okhdfc TXN0000002,,,4191948221,,310.0,0.0,115802.65,debit,State Bank of India,acct_001_000001,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,02/08/2022,,UPI/CR/98130815/LALITHA DEVI/SBIN0393634/lalitha278@paytm TXN0000003,,,98130815,,0.0,850.0,116652.65,credit,State Bank of India,acct_001_000002,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,02/08/2022,,UPI/CR/482584337530/IMRAN KHAN/SBIN0393634/imran857@ybl TXN0000004,,,482584337530,,0.0,500.0,117152.65,credit,State Bank of India,acct_001_000003,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,02/08/2022,,IMPS/P2P/18351699/ARUN SHARMA/8782867089 TXN0000005,,,8782867089,,0.0,7600.0,124752.65,credit,State Bank of India,acct_001_000004,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,02/08/2022,,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP TXN0000006,,,0000006,,0.0,11200.0,135952.65,credit,State Bank of India,acct_001_000005,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,03/08/2022,,CHQ NO 111916 CLEARING TXN0000007,,,0000007,111916,699.0,0.0,135253.65,debit,State Bank of India,acct_001_000006,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,03/08/2022,,CHQ NO 549488 CLEARING TXN0000008,,,0000008,549488,999.0,0.0,134254.65,debit,State Bank of India,acct_001_000007,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,03/08/2022,,NEFT/58723130/SUNITA DEVI/SBIN0393634/53940752653280 TXN0000009,,,53940752653280,,0.0,18500.0,152754.65,credit,State Bank of India,acct_001_000008,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,04/08/2022,,CHQ NO 188870 CLEARING TXN0000010,,,0000010,188870,7800.0,0.0,144954.65,debit,State Bank of India,acct_001_000009,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,04/08/2022,,UPI/DR/56547354/LALITHA DEVI/SBIN0393634/lalitha147@ybl TXN0000011,,,56547354,,79.0,0.0,144875.65,debit,State Bank of India,acct_001_000010,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,04/08/2022,,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP TXN0000012,,,0000012,,0.0,7600.0,152475.65,credit,State Bank of India,acct_001_000011,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,05/08/2022,,UPI/DR/19957363/IMRAN KHAN/SBIN0393634/imran543@paytm TXN0000013,,,19957363,,120.0,0.0,152355.65,debit,State Bank of India,acct_001_000012,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,05/08/2022,,UPI/DR/60783425/RAMESH GOWDA/SBIN0393634/ramesh157@okaxis TXN0000014,,,60783425,,1680.0,0.0,150675.65,debit,State Bank of India,acct_001_000013,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,05/08/2022,,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP TXN0000015,,,0000015,,0.0,4800.0,155475.65,credit,State Bank of India,acct_001_000014,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,05/08/2022,,UPI/DR/7922027581/NADIA HUSSAIN/SBIN0393634/nadia473@ybl TXN0000016,,,7922027581,,1250.0,0.0,154225.65,debit,State Bank of India,acct_001_000015,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,06/08/2022,,CHQ NO 558027 CLEARING TXN0000017,,,0000017,558027,249.0,0.0,153976.65,debit,State Bank of India,acct_001_000016,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,06/08/2022,,NEFT/739900650052/NAVEEN KUMAR/SBIN0393634/96783394289203 TXN0000018,,,96783394289203,,0.0,32000.0,185976.65,credit,State Bank of India,acct_001_000017,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,06/08/2022,,NEFT/335874956610/PRAKASH RAO/SBIN0393634/56286470948938 TXN0000019,,,56286470948938,,449.0,0.0,185527.65,debit,State Bank of India,acct_001_000018,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,06/08/2022,,ATM/WDL/6176592071/CANARA ATM MYSURU TXN0000020,,,6176592071,,7800.0,0.0,177727.65,debit,State Bank of India,acct_001_000019,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,NEFT/304961199488/VENKAT RAO/SBIN0393634/41221393509832 TXN0000021,,,41221393509832,,999.0,0.0,176728.65,debit,State Bank of India,acct_001_000020,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP TXN0000022,,,0000022,,0.0,500.0,177228.65,credit,State Bank of India,acct_001_000021,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,UPI/CR/2983091074/MEERA PILLAI/SBIN0393634/meera679@ybl TXN0000023,,,2983091074,,0.0,4800.0,182028.65,credit,State Bank of India,acct_001_000022,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,UPI/DR/0021920699/KAVITHA RAO/SBIN0393634/kavitha406@oksbi TXN0000024,,,0021920699,,120.0,0.0,181908.65,debit,State Bank of India,acct_001_000023,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,UPI/DR/6259420908/ARUN SHARMA/SBIN0393634/arun309@ybl TXN0000025,,,6259420908,,999.0,0.0,180909.65,debit,State Bank of India,acct_001_000024,,False,acct_001
00000051399615291,Ravi Kumar Sharma,SBIN0393634,07/08/2022,,UPI/DR/1187635182/PRIYA NAIR/SBIN0393634/priya171@okhdfc TXN0000026,,,1187635182,,999.0,0.0,179910.65,debit,State Bank of India,acct_001_000025,,False,acct_001
